,IIN,NAME,SURNAME,FATHER_NAME,BIRTHDATE,GENDER,FAMILY,ADDRESS,RANK,STATUS,COMMANDER_IIN,HIRE_DATE,CONTRACT_TYPE,REBUKES,SALARY
145,850818037590,Dylan,Hill,Willie,18/08/85,MALE,NOT MARRIED,"Pine St, Portland, ME 83702",PRIVATE,FREE,760528485214,18/08/03,CONSCRIPT,2,18372
146,770108898851,John,Lopez,Carl,08/01/77,MALE,MARRIED,"Main St, Austin, TX 96801",PRIVATE,FREE,760228062032,08/01/95,CONSCRIPT,1,26253
147,890108824188,Arthur,Lee,Peter,08/01/89,MALE,NOT MARRIED,"Maple Ave, Baton Rouge, IA 32801",PRIVATE,FREE,890108824188,08/01/07,CONSCRIPT,0,31370
148,780501417570,Noah,Hughes,Nicholas,01/05/78,MALE,NOT MARRIED,"Oak St, Charleston, NE 40502",PRIVATE,FREE,840714896136,01/05/96,CONSCRIPT,1,4743
149,950913609667,Adam,Torres,Kevin,13/09/95,MALE,NOT MARRIED,"Main St, Harrisburg, FL 29201",PRIVATE,FREE,950913609667,13/09/13,CONSCRIPT,2,28970
150,930515407672,Jerry,Parker,Jonathan,15/05/93,MALE,MARRIED,"Main St, Salt Lake City, AZ 40502",SERGEANT,FREE,780506391022,15/05/11,STAFF,2,20869
151,970428698534,Samuel,Davis,Jacob,28/04/97,MALE,NOT MARRIED,"Pine St, Baltimore, CO 03101",SERGEANT,FREE,830226159286,28/04/15,STAFF,2,31676
152,980312311972,Dennis,Richardson,Edward,12/03/98,MALE,NOT MARRIED,"Cedar Ln, Providence, HI 78701",PRIVATE,FREE,970428698534,12/03/16,CONSCRIPT,0,17866
153,830619805028,Alan,Price,Harry,19/06/83,MALE,NOT MARRIED,"Maple Ave, Riverside, WI 78701",PRIVATE,FREE,990127629147,19/06/01,CONSCRIPT,0,30106
154,940322626391,George,Young,Billy,22/03/94,MALE,MARRIED,"Pine St, Charleston, KY 58102",PRIVATE,FREE,900917565424,22/03/12,CONSCRIPT,2,2574
155,890831281168,Arthur,Allen,Steven,31/08/89,MALE,MARRIED,"Cedar Ln, Austin, OR 27601",PRIVATE,FREE,760228062032,31/08/07,CONSCRIPT,0,36889
156,970205657373,Jack,Lopez,Richard,05/02/97,MALE,NOT MARRIED,"Main St, Austin, ND 80202",PRIVATE,FREE,990127629147,05/02/15,CONSCRIPT,1,11067
157,760502466244,Joshua,Bell,Mark,02/05/76,MALE,NOT MARRIED,"Oak St, Lexington, TX 32801",PRIVATE,FREE,760502466244,02/05/94,CONSCRIPT,0,6404
158,790304077637,John,Campbell,Frederick,04/03/79,MALE,MARRIED,"Maple Ave, Charleston, NC 68102",PRIVATE,FREE,861230558075,04/03/97,CONSCRIPT,1,24791
159,930407169245,Robert,Anderson,Jeffrey,07/04/93,MALE,NOT MARRIED,"Pine St, Madison, ME 03101",SERGEANT,FREE,830226159286,07/04/11,STAFF,1,16347
160,871020300953,Roger,Smith,Benjamin,20/10/87,MALE,NOT MARRIED,"Maple Ave, Raleigh, ND 17101",PRIVATE,FREE,930515407672,20/10/05,CONSCRIPT,1,39542
161,791020831861,Joe,Ross,Jeffrey,20/10/79,MALE,NOT MARRIED,"Main St, Fargo, FL 32801",PRIVATE,FREE,920827359771,20/10/97,CONSCRIPT,2,27343
162,940101018740,Kevin,James,Brian,01/01/94,MALE,NOT MARRIED,"Main St, Salt Lake City, SC 62701",PRIVATE,FREE,850407909495,01/01/12,STAFF,0,36809
163,840831838127,Sean,Rogers,Gregory,31/08/84,MALE,MARRIED,"Pine St, Portland, TX 27601",PRIVATE,FREE,970428698534,31/08/02,CONSCRIPT,0,12478
164,820317532788,Roy,Ward,Aaron,17/03/82,MALE,NOT MARRIED,"Pine St, Orlando, CA 96801",PRIVATE,FREE,750830841679,17/03/00,CONSCRIPT,2,12731
165,970322794655,Logan,Nelson,Benjamin,22/03/97,MALE,MARRIED,"Maple Ave, Little Rock, ME 17101",PRIVATE,FREE,970414675684,22/03/15,CONSCRIPT,0,15014
166,010130724372,Albert,Lee,Harold,30/01/01,MALE,MARRIED,"Oak St, Raleigh, NC 32801",PRIVATE,FREE,861230558075,30/01/19,CONSCRIPT,1,22248
167,770420703883,Randy,Watson,Larry,20/04/77,MALE,NOT MARRIED,"Pine St, Honolulu, CA 92501",PRIVATE,FREE,920325505979,20/04/95,CONSCRIPT,1,34779
168,940730717495,Russell,Ross,Alexander,30/07/94,MALE,NOT MARRIED,"Oak St, Salt Lake City, PA 85001",PRIVATE,FREE,940730717495,30/07/12,CONSCRIPT,1,8586
169,850330799413,Aaron,Watson,Edward,30/03/85,MALE,NOT MARRIED,"Pine St, Springfield, IA 25301",PRIVATE,FREE,840714896136,30/03/03,CONSCRIPT,1,6614
170,960209708360,Vincent,Butler,Johnny,09/02/96,MALE,NOT MARRIED,"Maple Ave, Springfield, CA 97301",PRIVATE,FREE,840714896136,09/02/14,CONSCRIPT,0,20227
171,810208794578,Stephen,Lewis,Alan,08/02/81,MALE,NOT MARRIED,"Pine St, Baton Rouge, NC 58102",PRIVATE,FREE,760228062032,08/02/99,CONSCRIPT,0,27426
172,911103334834,Eric,Gonzales,Larry,03/11/91,MALE,MARRIED,"Maple Ave, Lexington, ID 92501",PRIVATE,FREE,771215431415,03/11/09,CONSCRIPT,0,34050
173,750828987600,Russell,Edwards,Dennis,28/08/75,MALE,MARRIED,"Cedar Ln, Salt Lake City, WI 25301",PRIVATE,FREE,860916132767,28/08/93,CONSCRIPT,2,2620
174,760311143557,Austin,Carter,Larry,11/03/76,MALE,NOT MARRIED,"Oak St, Orlando, NH 78701",PRIVATE,FREE,970428698534,11/03/94,CONSCRIPT,2,35649
175,890515406907,Jeremy,Allen,Philip,15/05/89,MALE,NOT MARRIED,"Main St, Des Moines, CO 97201",PRIVATE,FREE,930407169245,15/05/07,CONSCRIPT,0,3856
176,940103252790,Terry,Rogers,Stephen,03/01/94,MALE,MARRIED,"Cedar Ln, Baltimore, ND 97301",PRIVATE,FREE,940103252790,03/01/12,CONSCRIPT,0,39198
177,851108543611,Ralph,Rogers,Bruce,08/11/85,MALE,NOT MARRIED,"Cedar Ln, Boise, OR 97201",PRIVATE,FREE,861230558075,08/11/03,CONSCRIPT,0,26389
178,850406111881,Samuel,Turner,Eric,06/04/85,MALE,NOT MARRIED,"Cedar Ln, Madison, OR 04330",PRIVATE,FREE,970224925765,06/04/03,CONSCRIPT,2,25050
179,770208185651,Daniel,Hernandez,Ralph,08/02/77,MALE,NOT MARRIED,"Main St, Portland, CA 21201",PRIVATE,FREE,921104153941,08/02/95,CONSCRIPT,1,12088
180,760202628361,Frank,Foster,David,02/02/76,MALE,MARRIED,"Cedar Ln, Salem, IA 25301",PRIVATE,FREE,990127629147,02/02/94,CONSCRIPT,1,9318
181,000419819316,Jeremy,Hall,Roger,19/04/00,MALE,NOT MARRIED,"Maple Ave, Madison, IL 21201",PRIVATE,FREE,860910051798,19/04/18,CONSCRIPT,2,34131
182,020401703987,Terry,Brown,Frank,01/04/02,MALE,MARRIED,"Oak St, Lincoln, ND 96801",PRIVATE,FREE,821003508215,01/04/20,CONSCRIPT,0,12297
183,940513511444,Daniel,Patterson,Paul,13/05/94,MALE,NOT MARRIED,"Cedar Ln, Orlando, CO 80202",PRIVATE,FREE,970414675684,13/05/12,CONSCRIPT,2,36178
184,991215517438,Bruce,Morgan,Steven,15/12/99,MALE,NOT MARRIED,"Oak St, Harrisburg, TX 70801",PRIVATE,FREE,921104153941,15/12/17,CONSCRIPT,0,37155
185,930818841521,Jack,Scott,Raymond,18/08/93,MALE,NOT MARRIED,"Oak St, Springfield, HI 62701",PRIVATE,FREE,751109098652,18/08/11,CONSCRIPT,2,25354
186,961226929405,Frank,Kelly,Kenneth,26/12/96,MALE,NOT MARRIED,"Oak St, Madison, MD 97301",PRIVATE,FREE,921104153941,26/12/14,CONSCRIPT,1,9191
187,840714896136,Jack,Howard,Jason,14/07/84,MALE,MARRIED,"Oak St, Orlando, SC 02901",SERGEANT,FREE,870319037473,14/07/02,STAFF,0,32008
188,040112461991,Frank,Lee,Isaac,12/01/04,MALE,NOT MARRIED,"Cedar Ln, Fargo, OR 97301",PRIVATE,FREE,751109098652,12/01/22,CONSCRIPT,0,14280
189,940103602739,Gregory,Bailey,Harold,03/01/94,MALE,NOT MARRIED,"Pine St, Springfield, NC 80202",PRIVATE,FREE,970224925765,03/01/12,CONSCRIPT,1,37146
190,961231382686,Billy,Scott,Adam,31/12/96,MALE,NOT MARRIED,"Pine St, Raleigh, OR 85001",PRIVATE,FREE,961231382686,31/12/14,CONSCRIPT,0,2967
191,771213590553,Jason,Rivera,Willie,13/12/77,MALE,NOT MARRIED,"Oak St, Little Rock, IA 83702",PRIVATE,FREE,860910051798,13/12/95,CONSCRIPT,1,9017
192,991115916742,Brandon,Williams,Patrick,15/11/99,MALE,NOT MARRIED,"Maple Ave, Austin, CA 70801",PRIVATE,FREE,920325505979,15/11/17,CONSCRIPT,2,35836
193,970409749356,Juan,Sanchez,Samuel,09/04/97,MALE,NOT MARRIED,"Main St, Charleston, SC 03101",PRIVATE,FREE,970409749356,09/04/15,CONSCRIPT,1,8566
194,020814971146,Jeffrey,Davis,Michael,14/08/02,MALE,NOT MARRIED,"Oak St, Des Moines, CO 25301",PRIVATE,FREE,020814971146,14/08/20,CONSCRIPT,1,9080
195,001003417491,Brian,Wilson,Matthew,03/10/00,MALE,NOT MARRIED,"Main St, Providence, OR 92501",PRIVATE,FREE,790110399121,03/10/18,CONSCRIPT,0,4317
196,941023722330,Albert,Martinez,Jeremy,23/10/94,MALE,NOT MARRIED,"Main St, Boise, MD 27601",PRIVATE,FREE,941023722330,23/10/12,CONSCRIPT,0,2356
197,800130426093,Roy,Henderson,Johnny,30/01/80,MALE,NOT MARRIED,"Cedar Ln, Orlando, HI 40502",PRIVATE,FREE,800130426093,30/01/98,CONSCRIPT,0,21501
198,831102161684,Roy,Hernandez,Bruce,02/11/83,MALE,NOT MARRIED,"Main St, Honolulu, TX 27601",PRIVATE,FREE,831102161684,02/11/01,CONSCRIPT,0,30198
199,940717980391,Steven,Ramirez,Peter,17/07/94,MALE,NOT MARRIED,"Cedar Ln, Portland, LA 97201",PRIVATE,FREE,980812484094,17/07/12,CONSCRIPT,2,7653
200,850206953718,Peter,Scott,Aaron,06/02/85,MALE,NOT MARRIED,"Pine St, Columbia, TX 84101",PRIVATE,FREE,860910051798,06/02/03,CONSCRIPT,2,15034
201,940406971591,Kenneth,Henderson,Eugene,06/04/94,MALE,MARRIED,"Main St, Austin, ND 68102",PRIVATE,FREE,970428698534,06/04/12,CONSCRIPT,1,8395
202,890606690340,Bruce,Smith,Bobby,06/06/89,MALE,NOT MARRIED,"Oak St, Austin, RI 53703",PRIVATE,FREE,900917565424,06/06/07,CONSCRIPT,2,30228
203,970228699009,Joseph,Allen,Edward,28/02/97,MALE,MARRIED,"Cedar Ln, Harrisburg, ME 92501",PRIVATE,FREE,860916132767,28/02/15,CONSCRIPT,2,22952
204,880411142871,Tyler,Gonzales,Peter,11/04/88,MALE,NOT MARRIED,"Cedar Ln, Salem, HI 96801",PRIVATE,FREE,880411142871,11/04/06,CONSCRIPT,0,37660
205,900817482335,Jason,Watson,Albert,17/08/90,MALE,NOT MARRIED,"Maple Ave, Riverside, LA 58102",PRIVATE,FREE,850407909495,17/08/08,CONSCRIPT,0,6824
206,030220976031,Ralph,Foster,Frederick,20/02/03,MALE,NOT MARRIED,"Maple Ave, Riverside, ID 25301",SERGEANT,FREE,920515609759,20/02/21,STAFF,1,3413
207,990101231854,Brandon,Bell,Frederick,01/01/99,MALE,NOT MARRIED,"Main St, Orlando, ND 27601",PRIVATE,FREE,861230558075,01/01/17,CONSCRIPT,0,17486
208,950822009667,Jeffrey,Hill,Billy,22/08/95,MALE,NOT MARRIED,"Oak St, Orlando, CA 04330",PRIVATE,FREE,970414675684,22/08/13,CONSCRIPT,0,21468
209,901027853117,Patrick,Gonzales,Frederick,27/10/90,MALE,NOT MARRIED,"Maple Ave, Madison, OR 32801",PRIVATE,FREE,840714896136,27/10/08,CONSCRIPT,1,38955
210,870611767467,Gerald,Watson,Steven,11/06/87,MALE,MARRIED,"Maple Ave, Madison, NH 97301",PRIVATE,FREE,970428698534,11/06/05,CONSCRIPT,1,3071
211,761206956396,Scott,Collins,Aaron,06/12/76,MALE,NOT MARRIED,"Maple Ave, Little Rock, HI 96801",PRIVATE,FREE,760228062032,06/12/94,CONSCRIPT,1,7322
212,030708999404,Frank,Long,Joe,08/07/03,MALE,MARRIED,"Pine St, Harrisburg, KY 29201",PRIVATE,FREE,771215431415,08/07/21,CONSCRIPT,2,21148
213,791121850655,Gabriel,Baker,Aaron,21/11/79,MALE,MARRIED,"Pine St, Baltimore, ME 72201",PRIVATE,FREE,791121850655,21/11/97,CONSCRIPT,0,12496
214,891004928506,Samuel,Miller,Brandon,04/10/89,MALE,NOT MARRIED,"Pine St, Portland, IA 29201",PRIVATE,FREE,790110399121,04/10/07,CONSCRIPT,2,19783
215,000509218774,Jose,Hernandez,Keith,09/05/00,MALE,NOT MARRIED,"Main St, Raleigh, FL 53703",PRIVATE,FREE,921104153941,09/05/18,CONSCRIPT,2,26504
216,750829681849,Roger,Ward,Jason,29/08/75,MALE,MARRIED,"Cedar Ln, Raleigh, OR 04330",PRIVATE,FREE,760228062032,29/08/93,CONSCRIPT,1,20218
217,950905043661,Russell,Thompson,Nicholas,05/09/95,MALE,NOT MARRIED,"Main St, Phoenix, KY 29201",PRIVATE,FREE,760528485214,05/09/13,CONSCRIPT,1,6002
218,040428584422,Austin,Martin,Zachary,28/04/04,MALE,NOT MARRIED,"Pine St, Manchester, CA 03101",PRIVATE,FREE,750830841679,28/04/22,CONSCRIPT,2,18218
219,870319037473,Bruce,Bailey,Daniel,19/03/87,MALE,NOT MARRIED,"Oak St, Salt Lake City, ME 53703",LIEUTENANT,ON MISSION,901022902797,19/03/05,STAFF,2,37928
220,821003508215,Jerry,Hernandez,Adam,03/10/82,MALE,NOT MARRIED,"Main St, Columbia, PA 97301",SERGEANT,ON MISSION,870319037473,03/10/00,STAFF,0,20403
221,930521578647,Brandon,Rivera,Daniel,21/05/93,MALE,NOT MARRIED,"Oak St, Harrisburg, AR 84101",PRIVATE,FREE,760528485214,21/05/11,CONSCRIPT,0,10439
222,771215431415,Nathan,Sanders,Louis,15/12/77,MALE,NOT MARRIED,"Cedar Ln, Augusta, SC 84101",SERGEANT,FREE,870319037473,15/12/95,STAFF,2,20486
223,870315906282,Willie,Harris,Tyler,15/03/87,MALE,MARRIED,"Cedar Ln, Baltimore, NH 03101",PRIVATE,FREE,850407909495,15/03/05,CONSCRIPT,2,22639
224,980523566097,Matthew,Taylor,Timothy,23/05/98,MALE,NOT MARRIED,"Main St, Riverside, FL 85001",PRIVATE,FREE,751109098652,23/05/16,CONSCRIPT,0,29638
225,820216530446,Walter,Hernandez,Edward,16/02/82,MALE,NOT MARRIED,"Cedar Ln, Portland, NH 03101",SERGEANT,ON MISSION,780506391022,16/02/00,STAFF,2,21039
226,830305869919,David,Murphy,Nicholas,05/03/83,MALE,NOT MARRIED,"Main St, Salt Lake City, SC 97301",PRIVATE,FREE,930407169245,05/03/01,CONSCRIPT,2,39651
227,921104153941,Jerry,Young,Scott,04/11/92,MALE,MARRIED,"Main St, Raleigh, RI 17101",SERGEANT,FREE,840414068530,04/11/10,STAFF,1,37456
228,950914987209,Paul,Morgan,Zachary,14/09/95,MALE,MARRIED,"Pine St, Harrisburg, FL 97301",PRIVATE,FREE,980812484094,14/09/13,CONSCRIPT,0,4461
229,980530881566,Bryan,Adams,Justin,30/05/98,MALE,NOT MARRIED,"Pine St, Lexington, TX 03101",PRIVATE,FREE,821003508215,30/05/16,CONSCRIPT,2,14020
230,751013615875,Albert,Jackson,Dennis,13/10/75,MALE,NOT MARRIED,"Maple Ave, Denver, ID 32801",PRIVATE,FREE,751013615875,13/10/93,CONSCRIPT,1,5403
231,020703761467,Christopher,Thompson,Russell,03/07/02,MALE,MARRIED,"Maple Ave, Providence, KY 58102",PRIVATE,FREE,920325505979,03/07/20,CONSCRIPT,0,35602
232,870818224957,Benjamin,Cooper,Jose,18/08/87,MALE,MARRIED,"Maple Ave, Baton Rouge, WV 96801",PRIVATE,FREE,990127629147,18/08/05,CONSCRIPT,0,26272
233,830811646774,Jose,Thomas,Matthew,11/08/83,MALE,NOT MARRIED,"Cedar Ln, Phoenix, TX 50309",PRIVATE,FREE,830811646774,11/08/01,CONSCRIPT,2,3889
234,760831635143,William,Rivera,Edward,31/08/76,MALE,NOT MARRIED,"Maple Ave, Raleigh, IL 68102",PRIVATE,FREE,820216530446,31/08/94,CONSCRIPT,0,30783
235,800901550280,Ethan,Richardson,David,01/09/80,MALE,NOT MARRIED,"Maple Ave, Salt Lake City, NH 17101",PRIVATE,FREE,951110517913,01/09/98,CONSCRIPT,2,29392
236,860830859036,Joseph,Mitchell,Roy,30/08/86,MALE,MARRIED,"Main St, Fargo, HI 25301",PRIVATE,FREE,970414675684,30/08/04,CONSCRIPT,0,38381
237,990723506334,Eugene,Rogers,Scott,23/07/99,MALE,NOT MARRIED,"Oak St, Baltimore, SC 32801",PRIVATE,FREE,990127629147,23/07/17,CONSCRIPT,1,26729
238,940626042730,Kevin,Bell,Johnny,26/06/94,MALE,MARRIED,"Cedar Ln, Des Moines, TX 58102",PRIVATE,FREE,771215431415,26/06/12,CONSCRIPT,0,21055
239,990913287594,Kenneth,White,Jonathan,13/09/99,MALE,NOT MARRIED,"Maple Ave, Manchester, LA 68102",PRIVATE,FREE,921104153941,13/09/17,CONSCRIPT,2,16611
240,980924273089,Frank,Ramirez,Benjamin,24/09/98,MALE,NOT MARRIED,"Oak St, Salem, OR 29201",PRIVATE,FREE,900917565424,24/09/16,CONSCRIPT,1,35346
241,771016259539,Ethan,Bennett,Jack,16/10/77,MALE,MARRIED,"Main St, Portland, LA 62701",PRIVATE,FREE,820216530446,16/10/95,CONSCRIPT,1,31912
242,810922148300,Justin,Taylor,Bruce,22/09/81,MALE,NOT MARRIED,"Main St, Providence, PA 70801",PRIVATE,FREE,920827359771,22/09/99,CONSCRIPT,2,4672
243,801129141302,William,Richardson,Howard,29/11/80,MALE,NOT MARRIED,"Cedar Ln, Denver, ND 04330",PRIVATE,FREE,801129141302,29/11/98,CONSCRIPT,0,6988
244,810403923400,Steven,King,Zachary,03/04/81,MALE,NOT MARRIED,"Oak St, Lincoln, OR 21201",PRIVATE,FREE,840714896136,03/04/99,CONSCRIPT,1,16984
245,761005418963,Russell,Thomas,Ronald,05/10/76,MALE,MARRIED,"Maple Ave, Columbia, NE 78701",PRIVATE,FREE,821003508215,05/10/94,CONSCRIPT,1,13669
246,930228252553,Jesse,Howard,Ronald,28/02/93,MALE,NOT MARRIED,"Main St, Salt Lake City, ME 92501",PRIVATE,FREE,951110517913,28/02/11,CONSCRIPT,0,22342
247,800722611349,George,Reed,John,22/07/80,MALE,MARRIED,"Main St, Baton Rouge, MD 53703",PRIVATE,FREE,860916132767,22/07/98,CONSCRIPT,0,26286
248,850529879252,Matthew,Lee,Robert,29/05/85,MALE,NOT MARRIED,"Cedar Ln, Portland, IL 40502",PRIVATE,FREE,821003508215,29/05/03,CONSCRIPT,0,30276
249,770224614269,Gabriel,James,Terry,24/02/77,MALE,NOT MARRIED,"Cedar Ln, Lexington, HI 97201",PRIVATE,FREE,770224614269,24/02/95,CONSCRIPT,2,28087
250,790523407655,Ethan,Perry,Brian,23/05/79,MALE,NOT MARRIED,"Main St, Lincoln, OR 68102",PRIVATE,FREE,970224925765,23/05/97,CONSCRIPT,1,10291
251,040521759292,Gary,Gonzalez,Edward,21/05/04,MALE,NOT MARRIED,"Cedar Ln, Columbia, NH 03101",PRIVATE,FREE,821003508215,21/05/22,CONSCRIPT,2,11197
252,971215216441,Justin,Bennett,Victor,15/12/97,MALE,NOT MARRIED,"Oak St, Boise, OR 80202",PRIVATE,FREE,750830841679,15/12/15,CONSCRIPT,2,29353
253,941109235912,Gary,Young,Martin,09/11/94,MALE,NOT MARRIED,"Pine St, Manchester, SC 50309",PRIVATE,FREE,860916132767,09/11/12,CONSCRIPT,1,6364
254,970317818639,Joe,Johnson,Philip,17/03/97,MALE,NOT MARRIED,"Oak St, Salem, IA 50309",PRIVATE,FREE,771215431415,17/03/15,CONSCRIPT,1,33883
255,020313814558,Justin,Peterson,Martin,13/03/02,MALE,NOT MARRIED,"Maple Ave, Austin, KY 29201",PRIVATE,FREE,900917565424,13/03/20,CONSCRIPT,2,14972
256,970219400885,Gabriel,Ross,Raymond,19/02/97,MALE,MARRIED,"Oak St, Lincoln, AR 62701",PRIVATE,FREE,861230558075,19/02/15,CONSCRIPT,1,31514
257,750320752369,Wayne,Jackson,Jose,20/03/75,MALE,NOT MARRIED,"Oak St, Boise, OR 27601",PRIVATE,FREE,970414675684,20/03/93,CONSCRIPT,2,8870
258,771126842372,Richard,Reed,Brian,26/11/77,MALE,NOT MARRIED,"Main St, Raleigh, FL 85001",PRIVATE,FREE,970414675684,26/11/95,CONSCRIPT,0,23387
259,811031346321,Daniel,Martin,Carl,31/10/81,MALE,NOT MARRIED,"Pine St, Raleigh, OR 25301",PRIVATE,FREE,760228062032,31/10/99,CONSCRIPT,0,28614
260,800430751905,Matthew,Sanders,Ralph,30/04/80,MALE,MARRIED,"Maple Ave, Riverside, KY 02901",PRIVATE,FREE,930515407672,30/04/98,CONSCRIPT,0,35581
261,901022902797,Jonathan,Wood,Jason,22/10/90,MALE,MARRIED,"Main St, Austin, LA 84101",CAPTAIN,FREE,,22/10/08,STAFF,2,55643
262,950213097070,Ryan,Clark,Carl,13/02/95,MALE,MARRIED,"Oak St, Orlando, UT 78701",PRIVATE,FREE,970414675684,13/02/13,CONSCRIPT,0,6139
263,930919471835,Jeremy,Cox,Howard,19/09/93,MALE,NOT MARRIED,"Main St, Columbia, WI 97301",PRIVATE,FREE,930515407672,19/09/11,CONSCRIPT,1,31018
264,770608898459,Harold,Kelly,Frank,08/06/77,MALE,MARRIED,"Maple Ave, Raleigh, IA 96801",PRIVATE,FREE,770608898459,08/06/95,CONSCRIPT,0,7048
265,751109098652,Austin,Harris,Justin,09/11/75,MALE,MARRIED,"Oak St, Columbia, LA 78701",SERGEANT,FREE,920515609759,09/11/93,STAFF,2,29238
266,790630534025,Joseph,Miller,Anthony,30/06/79,MALE,NOT MARRIED,"Oak St, Portland, ME 97301",PRIVATE,FREE,790110399121,30/06/97,CONSCRIPT,1,34834
267,950924665762,Keith,Hall,Jeffrey,24/09/95,MALE,NOT MARRIED,"Pine St, Austin, CO 97201",PRIVATE,FREE,751109098652,24/09/13,CONSCRIPT,2,37372
268,750617869438,Brandon,Jones,Eric,17/06/75,MALE,NOT MARRIED,"Main St, Salem, FL 27601",PRIVATE,FREE,760528485214,17/06/93,CONSCRIPT,1,27146
269,910604544742,Sean,Simmons,Scott,04/06/91,MALE,NOT MARRIED,"Cedar Ln, Manchester, TX 29201",PRIVATE,FREE,980812484094,04/06/09,CONSCRIPT,2,2835
270,860526442499,Alan,Gonzales,Brian,26/05/86,MALE,MARRIED,"Main St, Baltimore, OR 17101",PRIVATE,FREE,970414675684,26/05/04,CONSCRIPT,2,5948
271,820530517610,Alan,Butler,Zachary,30/05/82,MALE,NOT MARRIED,"Maple Ave, Charleston, TX 84101",PRIVATE,FREE,820530517610,30/05/00,CONSCRIPT,0,17160
272,890516962755,Nicholas,Adams,Jerry,16/05/89,MALE,NOT MARRIED,"Maple Ave, Augusta, CA 58102",PRIVATE,FREE,751109098652,16/05/07,CONSCRIPT,2,17241
273,000628901901,Noah,Turner,Zachary,28/06/00,MALE,NOT MARRIED,"Main St, Salem, AR 97201",PRIVATE,FREE,900917565424,28/06/18,CONSCRIPT,0,20033
274,970307883686,Gregory,Clark,Eric,07/03/97,MALE,MARRIED,"Pine St, Little Rock, ME 53703",PRIVATE,FREE,821003508215,07/03/15,CONSCRIPT,1,21588
275,890821389936,Raymond,Carter,Terry,21/08/89,MALE,MARRIED,"Main St, Baltimore, OR 50309",PRIVATE,FREE,920827359771,21/08/07,CONSCRIPT,0,35339
276,770224053008,Joshua,Perry,Lawrence,24/02/77,MALE,NOT MARRIED,"Maple Ave, Little Rock, UT 92501",PRIVATE,FREE,760528485214,24/02/95,CONSCRIPT,1,36561
277,890806891674,Joe,Hernandez,Benjamin,06/08/89,MALE,MARRIED,"Main St, Des Moines, LA 83702",PRIVATE,FREE,750830841679,06/08/07,CONSCRIPT,1,27458
278,781109909623,Albert,Cooper,Jonathan,09/11/78,MALE,MARRIED,"Pine St, Lincoln, AZ 27601",PRIVATE,FREE,850407909495,09/11/96,CONSCRIPT,2,26220
279,890727383743,Mark,Gray,Billy,27/07/89,MALE,NOT MARRIED,"Oak St, Harrisburg, AR 25301",PRIVATE,FREE,970428698534,27/07/07,CONSCRIPT,2,24187
280,020429056393,Vincent,Baker,Jeremy,29/04/02,MALE,MARRIED,"Maple Ave, Portland, RI 29201",SERGEANT,FREE,830226159286,29/04/20,STAFF,1,34375
281,951202076045,Kyle,Price,Jack,02/12/95,MALE,MARRIED,"Main St, Salem, ND 32801",PRIVATE,FREE,750830841679,02/12/13,CONSCRIPT,1,11164
282,810913285295,Lawrence,Peterson,Larry,13/09/81,MALE,NOT MARRIED,"Maple Ave, Raleigh, SC 29201",PRIVATE,FREE,920827359771,13/09/99,CONSCRIPT,2,9220
283,890606101692,Austin,Price,Bruce,06/06/89,MALE,NOT MARRIED,"Main St, Salem, WV 70801",PRIVATE,FREE,760528485214,06/06/07,CONSCRIPT,0,36396
284,761025534126,Gregory,Cooper,Harry,25/10/76,MALE,NOT MARRIED,"Main St, Springfield, PA 27601",PRIVATE,FREE,970224925765,25/10/94,CONSCRIPT,1,9807
285,791021738122,Scott,Allen,Matthew,21/10/79,MALE,NOT MARRIED,"Oak St, Portland, WI 02901",PRIVATE,FREE,930407169245,21/10/97,CONSCRIPT,1,6825
286,860910051798,Louis,Watson,Eugene,10/09/86,MALE,NOT MARRIED,"Oak St, Boise, ND 21201",SERGEANT,FREE,920515609759,10/09/04,STAFF,1,21239
287,930805709570,Samuel,Hughes,Joe,05/08/93,MALE,MARRIED,"Pine St, Des Moines, IA 96801",PRIVATE,FREE,990127629147,05/08/11,CONSCRIPT,2,20612
288,030828512426,Tyler,Washington,Johnny,28/08/03,MALE,MARRIED,"Maple Ave, Raleigh, CA 27601",PRIVATE,FREE,850407909495,28/08/21,CONSCRIPT,2,33926
289,780108787273,Ethan,Reed,Russell,08/01/78,MALE,NOT MARRIED,"Cedar Ln, Charleston, CA 96801",PRIVATE,FREE,820216530446,08/01/96,CONSCRIPT,1,14744
290,900415747630,Aaron,White,Louis,15/04/90,MALE,MARRIED,"Oak St, Honolulu, ID 53703",PRIVATE,FREE,980812484094,15/04/08,CONSCRIPT,1,4194
291,840430233164,Keith,Mitchell,David,30/04/84,MALE,MARRIED,"Cedar Ln, Madison, NH 92501",PRIVATE,FREE,970224925765,30/04/02,CONSCRIPT,1,14663
292,921229501174,Edward,Baker,Carl,29/12/92,MALE,NOT MARRIED,"Pine St, Columbia, PA 68102",PRIVATE,FREE,861230558075,29/12/10,CONSCRIPT,1,8901
293,790110399121,Mark,Wilson,Billy,10/01/79,MALE,NOT MARRIED,"Cedar Ln, Salt Lake City, CO 84101",SERGEANT,FREE,840414068530,10/01/97,STAFF,0,9661
294,760223554776,Kyle,Morris,Joseph,23/02/76,MALE,MARRIED,"Cedar Ln, Madison, IL 58102",PRIVATE,FREE,951110517913,23/02/94,CONSCRIPT,2,21851
